id,URL,Rank,Title,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,domestic_opening_gross,rating,foreign_market_count,genres,distributor,director,actor_1,actor_2,IMDB_link
0104257,/title/tt0104257/?ref_=bo_cso_table_40,645,A Few Good Men,"$243,240,178","$141,340,178",58.1%,"$101,900,000",41.9%,1992,"$15,517,468",R,0,"Drama
    
        Thriller",Columbia Pictures,Rob Reiner,Tom Cruise,Jack Nicholson,https://pro.imdb.com/title/tt0104257
0844471,/title/tt0844471/?ref_=bo_cso_table_41,646,Cloudy with a Chance of Meatballs,"$243,006,126","$124,870,275",51.4%,"$118,135,851",48.6%,2009,"$30,304,648",PG,76,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Phil Lord,Anna Faris,Bill Hader,https://pro.imdb.com/title/tt0844471
0298203,/title/tt0298203/?ref_=bo_cso_table_42,647,8 Mile,"$242,875,078","$116,750,901",48.1%,"$126,124,177",51.9%,2002,"$51,240,555",R,53,"Drama
    
        Music",Universal Pictures,Curtis Hanson,Eminem,Brittany Murphy,https://pro.imdb.com/title/tt0298203
1528854,/title/tt1528854/?ref_=bo_cso_table_43,648,Daddy's Home,"$242,786,137","$150,357,137",61.9%,"$92,429,000",38.1%,2015,"$38,740,203",PG-13,49,"Comedy
    
        Family",Paramount Pictures,Sean Anders,Will Ferrell,Mark Wahlberg,https://pro.imdb.com/title/tt1528854
1234721,/title/tt1234721/?ref_=bo_cso_table_44,649,RoboCop,"$242,688,965","$58,607,007",24.2%,"$184,081,958",75.8%,2014,"$21,681,430",PG-13,55,"Action
    
        Crime
    
        Sci-Fi
    
        Thriller",Sony Pictures Entertainment (SPE),José Padilha,Joel Kinnaman,Gary Oldman,https://pro.imdb.com/title/tt1234721
0116213,/title/tt0116213/?ref_=bo_cso_table_45,650,Eraser,"$242,295,562","$101,295,562",41.8%,"$141,000,000",58.2%,1996,"$24,566,446",R,0,"Action
    
        Drama
    
        Thriller",Warner Bros.,Chuck Russell,Arnold Schwarzenegger,Vanessa Williams,https://pro.imdb.com/title/tt0116213
2316204,/title/tt2316204/?ref_=bo_cso_table_46,651,Alien: Covenant,"$240,891,763","$74,262,031",30.8%,"$166,629,732",69.2%,2017,"$36,160,621",R,72,"Horror
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,Ridley Scott,Michael Fassbender,Katherine Waterston,https://pro.imdb.com/title/tt2316204
3263904,/title/tt3263904/?ref_=bo_cso_table_47,652,Sully,"$240,797,623","$125,070,033",51.9%,"$115,727,590",48.1%,2016,"$35,028,301",PG-13,41,"Biography
    
        Drama",Warner Bros.,Clint Eastwood,Tom Hanks,Aaron Eckhart,https://pro.imdb.com/title/tt3263904
2094766,/title/tt2094766/?ref_=bo_cso_table_48,653,Assassin's Creed,"$240,697,856","$54,647,948",22.7%,"$186,049,908",77.3%,2016,"$10,278,225",PG-13,71,"Action
    
        Adventure
    
        Sci-Fi",Twentieth Century Fox,Justin Kurzel,Michael Fassbender,Marion Cotillard,https://pro.imdb.com/title/tt2094766
0389860,/title/tt0389860/?ref_=bo_cso_table_49,654,Click,"$240,685,326","$137,355,633",57.1%,"$103,329,693",42.9%,2006,"$40,011,365",PG-13,76,"Comedy
    
        Drama
    
        Fantasy
    
        Romance",Revolution Studios,Frank Coraci,Adam Sandler,Kate Beckinsale,https://pro.imdb.com/title/tt0389860
0099423,/title/tt0099423/?ref_=bo_cso_table_50,655,Die Hard 2,"$240,247,433","$117,540,947",48.9%,"$122,706,486",51.1%,1990,"$21,744,661",,47,"Action
    
        Thriller",Twentieth Century Fox,Renny Harlin,Bruce Willis,William Atherton,https://pro.imdb.com/title/tt0099423
1855325,/title/tt1855325/?ref_=bo_cso_table_51,656,Resident Evil: Retribution,"$240,159,255","$42,345,531",17.6%,"$197,813,724",82.4%,2012,"$21,052,227",R,52,"Action
    
        Horror
    
        Sci-Fi
    
        Thriller",Screen Gems,Paul W.S. Anderson,Milla Jovovich,Sienna Guillory,https://pro.imdb.com/title/tt1855325
0092493,/title/tt0092493/?ref_=bo_cso_table_52,657,Crocodile Dundee II,"$239,606,210","$109,306,210",45.6%,"$130,300,000",54.4%,1988,"$24,462,976",,0,"Action
    
        Adventure
    
        Comedy",Paramount Pictures,John Cornell,Paul Hogan,Linda Kozlowski,https://pro.imdb.com/title/tt0092493
1691917,/title/tt1691917/?ref_=bo_cso_table_53,658,Planes,"$239,258,712","$90,288,712",37.7%,"$148,970,000",62.3%,2013,"$22,232,291",PG,52,"Adventure
    
        Animation
    
        Comedy
    
        Family",Walt Disney Studios Motion Pictures,Klay Hall,Carlos Alazraqui,Dane Cook,https://pro.imdb.com/title/tt1691917
3104988,/title/tt3104988/?ref_=bo_cso_table_54,659,Crazy Rich Asians,"$238,538,736","$174,532,921",73.2%,"$64,005,815",26.8%,2018,"$26,510,140",PG-13,29,"Comedy
    
        Drama
    
        Romance",Warner Bros.,Jon M. Chu,Constance Wu,Henry Golding,https://pro.imdb.com/title/tt3104988
0118688,/title/tt0118688/?ref_=bo_cso_table_55,660,Batman & Robin,"$238,235,915","$107,353,792",45.1%,"$130,882,123",54.9%,1997,"$42,872,605",PG-13,Do,"Action
    
        Sci-Fi",Warner Bros.,Joel Schumacher,Arnold Schwarzenegger,George Clooney,https://pro.imdb.com/title/tt0118688
1320261,/title/tt1320261/?ref_=bo_cso_table_56,661,Gulliver's Travels,"$237,382,724","$42,779,261",18%,"$194,603,463",82%,2010,"$6,307,691",PG,61,"Adventure
    
        Comedy
    
        Family
    
        Fantasy",Twentieth Century Fox,Rob Letterman,Jack Black,Emily Blunt,https://pro.imdb.com/title/tt1320261
0187078,/title/tt0187078/?ref_=bo_cso_table_57,662,Gone in 60 Seconds,"$237,202,299","$101,648,571",42.8%,"$135,553,728",57.2%,2000,"$25,336,048",PG-13,1,"Action
    
        Crime
    
        Thriller",Walt Disney Studios Motion Pictures,Dominic Sena,Nicolas Cage,Angelina Jolie,https://pro.imdb.com/title/tt0187078
0076666,/title/tt0076666/?ref_=bo_cso_table_58,663,Saturday Night Fever,"$237,113,184","$94,213,184",39.7%,"$142,900,000",60.3%,1977,"$3,878,099",R,0,"Drama
    
        Music",Paramount Pictures,John Badham,John Travolta,Karen Lynn Gorney,https://pro.imdb.com/title/tt0076666
1045658,/title/tt1045658/?ref_=bo_cso_table_59,664,Silver Linings Playbook,"$236,412,453","$132,092,958",55.9%,"$104,319,495",44.1%,2012,"$443,003",R,47,"Comedy
    
        Drama
    
        Romance",The Weinstein Company,David O. Russell,Bradley Cooper,Jennifer Lawrence,https://pro.imdb.com/title/tt1045658
0322259,/title/tt0322259/?ref_=bo_cso_table_60,665,2 Fast 2 Furious,"$236,350,661","$127,154,901",53.8%,"$109,195,760",46.2%,2003,"$50,472,480",PG-13,56,"Action
    
        Crime
    
        Thriller",Universal Pictures,John Singleton,Paul Walker,Tyrese Gibson,https://pro.imdb.com/title/tt0322259
0347149,/title/tt0347149/?ref_=bo_cso_table_61,666,Howl's Moving Castle,"$236,212,992","$5,576,743",2.4%,"$230,636,249",97.6%,2004,"$427,987",PG,28,"Adventure
    
        Animation
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Hayao Miyazaki,Chieko Baishô,Takuya Kimura,https://pro.imdb.com/title/tt0347149
4846340,/title/tt4846340/?ref_=bo_cso_table_62,667,Hidden Figures,"$235,956,898","$169,607,287",71.9%,"$66,349,611",28.1%,2016,"$515,499",PG,55,"Biography
    
        Drama
    
        History",Twentieth Century Fox,Theodore Melfi,Taraji P. Henson,Octavia Spencer,https://pro.imdb.com/title/tt4846340
0212720,/title/tt0212720/?ref_=bo_cso_table_63,668,A.I. Artificial Intelligence,"$235,926,552","$78,616,689",33.3%,"$157,309,863",66.7%,2001,"$29,352,630",PG-13,14,"Drama
    
        Sci-Fi",Warner Bros.,Steven Spielberg,Haley Joel Osment,Jude Law,https://pro.imdb.com/title/tt0212720
0097165,/title/tt0097165/?ref_=bo_cso_table_64,669,Dead Poets Society,"$235,860,116","$95,860,116",40.6%,"$140,000,000",59.4%,1989,"$340,456",,4,"Comedy
    
        Drama",Walt Disney Studios Motion Pictures,Peter Weir,Robin Williams,Robert Sean Leonard,https://pro.imdb.com/title/tt0097165
3079380,/title/tt3079380/?ref_=bo_cso_table_65,670,Spy,"$235,666,219","$110,825,712",47%,"$124,840,507",53%,2015,"$29,085,719",R,62,"Action
    
        Comedy
    
        Crime",Twentieth Century Fox,Paul Feig,Melissa McCarthy,Rose Byrne,https://pro.imdb.com/title/tt3079380
0163651,/title/tt0163651/?ref_=bo_cso_table_66,671,American Pie,"$235,483,004","$102,561,004",43.6%,"$132,922,000",56.4%,1999,"$18,709,680",R,2,Comedy,Universal Pictures,Paul Weitz,Jason Biggs,Chris Klein,https://pro.imdb.com/title/tt0163651
1605630,/title/tt1605630/?ref_=bo_cso_table_67,672,American Reunion,"$234,989,584","$57,011,521",24.3%,"$177,978,063",75.7%,2012,"$21,514,080",R,50,Comedy,Universal Pictures,Jon Hurwitz,Jason Biggs,Alyson Hannigan,https://pro.imdb.com/title/tt1605630
0142342,/title/tt0142342/?ref_=bo_cso_table_68,673,Big Daddy,"$234,801,895","$163,479,795",69.6%,"$71,322,100",30.4%,1999,"$41,536,370",PG-13,5,"Comedy
    
        Drama",Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,Joey Lauren Adams,https://pro.imdb.com/title/tt0142342
2974918,/title/tt2974918/?ref_=bo_cso_table_69,674,Alvin and the Chipmunks: The Road Chip,"$234,798,636","$85,886,987",36.6%,"$148,911,649",63.4%,2015,"$14,287,159",PG,57,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Music",Twentieth Century Fox,Walt Becker,Jason Lee,Justin Long,https://pro.imdb.com/title/tt2974918
2084970,/title/tt2084970/?ref_=bo_cso_table_70,675,The Imitation Game,"$233,555,708","$91,125,683",39%,"$142,430,025",61%,2014,"$479,352",PG-13,49,"Biography
    
        Drama
    
        Thriller
    
        War",The Weinstein Company,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,https://pro.imdb.com/title/tt2084970
0970416,/title/tt0970416/?ref_=bo_cso_table_71,676,The Day the Earth Stood Still,"$233,093,859","$79,366,978",34%,"$153,726,881",66%,2008,"$30,480,153",PG-13,75,"Drama
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,Scott Derrickson,Keanu Reeves,Jennifer Connelly,https://pro.imdb.com/title/tt0970416
0328828,/title/tt0328828/?ref_=bo_cso_table_72,677,American Wedding,"$232,722,935","$104,565,114",44.9%,"$128,157,821",55.1%,2003,"$33,369,440",R,50,Comedy,Universal Pictures,Jesse Dylan,Jason Biggs,Alyson Hannigan,https://pro.imdb.com/title/tt0328828
1568346,/title/tt1568346/?ref_=bo_cso_table_73,678,The Girl with the Dragon Tattoo,"$232,617,430","$102,515,793",44.1%,"$130,101,637",55.9%,2011,"$12,768,604",R,49,"Crime
    
        Drama
    
        Mystery
    
        Thriller",Sony Pictures Entertainment (SPE),David Fincher,Daniel Craig,Rooney Mara,https://pro.imdb.com/title/tt1568346
0467406,/title/tt0467406/?ref_=bo_cso_table_74,679,Juno,"$232,372,681","$143,495,265",61.8%,"$88,877,416",38.2%,2007,"$413,869",PG-13,57,"Comedy
    
        Drama",Fox Searchlight Pictures,Jason Reitman,Ellen Page,Michael Cera,https://pro.imdb.com/title/tt0467406
1024648,/title/tt1024648/?ref_=bo_cso_table_75,680,Argo,"$232,325,503","$136,025,503",58.6%,"$96,300,000",41.4%,2012,"$19,458,109",R,51,"Biography
    
        Drama
    
        Thriller",Warner Bros.,Ben Affleck,Ben Affleck,Bryan Cranston,https://pro.imdb.com/title/tt1024648
0453451,/title/tt0453451/?ref_=bo_cso_table_76,681,Mr. Bean's Holiday,"$232,225,908","$33,302,167",14.3%,"$198,923,741",85.7%,2007,"$9,889,780",G,68,"Comedy
    
        Family",Universal Pictures,Steve Bendelack,Rowan Atkinson,Willem Dafoe,https://pro.imdb.com/title/tt0453451
0116209,/title/tt0116209/?ref_=bo_cso_table_77,682,The English Patient,"$231,976,425","$78,676,425",33.9%,"$153,300,000",66.1%,1996,"$278,439",R,0,"Drama
    
        Romance
    
        War",Miramax,Anthony Minghella,Ralph Fiennes,Juliette Binoche,https://pro.imdb.com/title/tt0116209
0105417,/title/tt0105417/?ref_=bo_cso_table_78,683,Sister Act,"$231,605,150","$139,605,150",60.3%,"$92,000,000",39.7%,1992,"$11,894,587",PG,0,"Comedy
    
        Crime
    
        Family
    
        Music",Walt Disney Studios Motion Pictures,Emile Ardolino,Whoopi Goldberg,Maggie Smith,https://pro.imdb.com/title/tt0105417
8350360,/title/tt8350360/?ref_=bo_cso_table_79,684,Annabelle Comes Home,"$231,252,591","$74,152,591",32.1%,"$157,100,000",67.9%,2019,"$20,269,723",R,43,"Horror
    
        Mystery
    
        Thriller",Warner Bros.,Gary Dauberman,Vera Farmiga,Patrick Wilson,https://pro.imdb.com/title/tt8350360
0360486,/title/tt0360486/?ref_=bo_cso_table_80,685,Constantine,"$230,884,728","$75,976,178",32.9%,"$154,908,550",67.1%,2005,"$29,769,098",R,46,"Action
    
        Fantasy
    
        Horror
    
        Mystery",Warner Bros.,Francis Lawrence,Keanu Reeves,Rachel Weisz,https://pro.imdb.com/title/tt0360486
0425061,/title/tt0425061/?ref_=bo_cso_table_81,686,Get Smart,"$230,685,453","$130,319,208",56.5%,"$100,366,245",43.5%,2008,"$38,683,480",PG-13,62,"Action
    
        Adventure
    
        Comedy",Warner Bros.,Peter Segal,Steve Carell,Anne Hathaway,https://pro.imdb.com/title/tt0425061
0117705,/title/tt0117705/?ref_=bo_cso_table_82,687,Space Jam,"$230,418,342","$90,418,342",39.2%,"$140,000,000",60.8%,1996,"$27,528,529",PG,0,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi
    
        Sport",Warner Bros.,Joe Pytka,Michael Jordan,Wayne Knight,https://pro.imdb.com/title/tt0117705
0118799,/title/tt0118799/?ref_=bo_cso_table_83,688,Life Is Beautiful,"$230,098,753","$57,563,264",25%,"$172,535,489",75%,1998,"$118,920",PG-13,Ch,"Comedy
    
        Drama
    
        Romance
    
        War",Miramax,Roberto Benigni,Roberto Benigni,Nicoletta Braschi,https://pro.imdb.com/title/tt0118799
2404463,/title/tt2404463/?ref_=bo_cso_table_84,689,The Heat,"$229,930,771","$159,582,188",69.4%,"$70,348,583",30.6%,1996,"$39,115,043",R,49,"Action
    
        Comedy
    
        Crime",Twentieth Century Fox,Paul Feig,Sandra Bullock,Michael McDonald,https://pro.imdb.com/title/tt2404463
1289401,/title/tt1289401/?ref_=bo_cso_table_85,690,Ghostbusters,"$229,147,509","$128,350,574",56%,"$100,796,935",44%,2016,"$46,018,755",PG-13,66,"Action
    
        Comedy
    
        Fantasy
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Paul Feig,Melissa McCarthy,Kristen Wiig,https://pro.imdb.com/title/tt1289401
0259324,/title/tt0259324/?ref_=bo_cso_table_86,691,Ghost Rider,"$228,738,393","$115,802,596",50.6%,"$112,935,797",49.4%,2007,"$45,388,836",PG-13,76,"Action
    
        Fantasy
    
        Thriller",Sony Pictures Entertainment (SPE),Mark Steven Johnson,Nicolas Cage,Eva Mendes,https://pro.imdb.com/title/tt0259324
5061814,/title/tt5061814/?ref_=bo_cso_table_87,693,Goodbye Mr. Loser,"$228,122,928","$1,293,626",0.6%,"$226,829,302",99.4%,2015,"$363,949",,6,Comedy,China Lion Film Distribution,Da-Mo Peng,Lun Ai,Yuan Chang,https://pro.imdb.com/title/tt5061814
4468740,/title/tt4468740/?ref_=bo_cso_table_88,694,Paddington 2,"$227,978,645","$40,891,591",17.9%,"$187,087,054",82.1%,2017,"$11,001,961",PG,77,"Adventure
    
        Comedy
    
        Family
    
        Fantasy",Warner Bros.,Paul King,Ben Whishaw,Hugh Grant,https://pro.imdb.com/title/tt4468740
0108160,/title/tt0108160/?ref_=bo_cso_table_89,695,Sleepless in Seattle,"$227,927,165","$126,808,165",55.6%,"$101,119,000",44.4%,1993,"$17,253,733",PG,Do,"Comedy
    
        Drama
    
        Romance",TriStar Pictures,Nora Ephron,Tom Hanks,Meg Ryan,https://pro.imdb.com/title/tt0108160
0097733,/title/tt0097733/?ref_=bo_cso_table_90,696,Lethal Weapon 2,"$227,853,986","$147,253,986",64.6%,"$80,600,000",35.4%,1989,"$20,388,800",R,0,"Action
    
        Crime
    
        Thriller",Warner Bros.,Richard Donner,Mel Gibson,Danny Glover,https://pro.imdb.com/title/tt0097733
0990407,/title/tt0990407/?ref_=bo_cso_table_91,697,The Green Hornet,"$227,817,248","$98,780,042",43.4%,"$129,037,206",56.6%,2011,"$33,526,876",PG-13,76,"Action
    
        Comedy
    
        Crime",Sony Pictures Entertainment (SPE),Michel Gondry,Seth Rogen,Jay Chou,https://pro.imdb.com/title/tt0990407
0089755,/title/tt0089755/?ref_=bo_cso_table_92,698,Out of Africa,"$227,542,205","$87,071,205",38.3%,"$140,471,000",61.7%,1985,"$3,637,290",,35,"Biography
    
        Drama
    
        Romance",Universal Pictures,Sydney Pollack,Meryl Streep,Robert Redford,https://pro.imdb.com/title/tt0089755
6654316,/title/tt6654316/?ref_=bo_cso_table_93,699,Youth,"$227,091,290","$1,891,956",0.8%,"$225,199,334",99.2%,2017,"$338,604",,4,"Drama
    
        Romance
    
        War",China Lion Film Distribution,Xiaogang Feng,Xuan Huang,Miao Miao,https://pro.imdb.com/title/tt6654316
3890160,/title/tt3890160/?ref_=bo_cso_table_94,700,Baby Driver,"$226,945,087","$107,825,862",47.5%,"$119,119,225",52.5%,2017,"$20,553,320",R,71,"Action
    
        Crime
    
        Music
    
        Thriller",TriStar Pictures,Edgar Wright,Ansel Elgort,Jon Bernthal,https://pro.imdb.com/title/tt3890160
1253864,/title/tt1253864/?ref_=bo_cso_table_95,701,Immortals,"$226,904,017","$83,504,017",36.8%,"$143,400,000",63.2%,2011,"$32,206,425",R,49,"Action
    
        Drama
    
        Fantasy
    
        Romance",Relativity Media,Tarsem Singh,Henry Cavill,Mickey Rourke,https://pro.imdb.com/title/tt1253864
0936501,/title/tt0936501/?ref_=bo_cso_table_96,702,Taken,"$226,837,760","$145,000,989",63.9%,"$81,836,771",36.1%,2008,"$24,717,037",PG-13,61,"Action
    
        Thriller",Twentieth Century Fox,Pierre Morel,Liam Neeson,Maggie Grace,https://pro.imdb.com/title/tt0936501
0814255,/title/tt0814255/?ref_=bo_cso_table_97,703,Percy Jackson & the Olympians: The Lightning Thief,"$226,497,209","$88,768,303",39.2%,"$137,728,906",60.8%,2010,"$31,236,067",PG,60,"Adventure
    
        Family
    
        Fantasy",Twentieth Century Fox,Chris Columbus,Logan Lerman,Kevin McKidd,https://pro.imdb.com/title/tt0814255
1428538,/title/tt1428538/?ref_=bo_cso_table_98,704,Hansel & Gretel: Witch Hunters,"$226,349,749","$55,703,475",24.6%,"$170,646,274",75.4%,2013,"$19,690,956",R,52,"Action
    
        Fantasy
    
        Horror",Paramount Pictures,Tommy Wirkola,Jeremy Renner,Gemma Arterton,https://pro.imdb.com/title/tt1428538
0119217,/title/tt0119217/?ref_=bo_cso_table_99,705,Good Will Hunting,"$225,933,435","$138,433,435",61.3%,"$87,500,000",38.7%,1997,"$272,912",R,0,"Drama
    
        Romance",Miramax,Gus Van Sant,Robin Williams,Matt Damon,https://pro.imdb.com/title/tt0119217
2239822,/title/tt2239822/?ref_=bo_cso_table_100,706,Valerian and the City of a Thousand Planets,"$225,874,228","$41,189,488",18.2%,"$184,684,740",81.8%,2017,"$17,007,624",PG-13,63,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",STX Entertainment,Luc Besson,Dane DeHaan,Cara Delevingne,https://pro.imdb.com/title/tt2239822
9586294,/title/tt9586294/?ref_=bo_cso_table_101,707,Better Days,"$225,820,914","$1,921,657",0.8%,"$223,899,257",99.2%,2019,"$989,536",,5,"Crime
    
        Drama
    
        Family
    
        Romance",Well Go USA Entertainment,Derek Tsang,Dongyu Zhou,Jackson Yee,https://pro.imdb.com/title/tt9586294
1950186,/title/tt1950186/?ref_=bo_cso_table_102,708,Ford v Ferrari,"$225,508,210","$117,624,357",52.2%,"$107,883,853",47.8%,2019,"$31,474,958",PG-13,49,"Action
    
        Biography
    
        Drama
    
        Sport",Twentieth Century Fox,James Mangold,Matt Damon,Christian Bale,https://pro.imdb.com/title/tt1950186
0489099,/title/tt0489099/?ref_=bo_cso_table_103,709,Jumper,"$225,132,113","$80,172,128",35.6%,"$144,959,985",64.4%,2008,"$27,354,808",PG-13,73,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,Doug Liman,Hayden Christensen,Samuel L. Jackson,https://pro.imdb.com/title/tt0489099
1285016,/title/tt1285016/?ref_=bo_cso_table_104,710,The Social Network,"$224,920,315","$96,962,694",43.1%,"$127,957,621",56.9%,2010,"$22,445,653",PG-13,73,"Biography
    
        Drama",Sony Pictures Entertainment (SPE),David Fincher,Jesse Eisenberg,Andrew Garfield,https://pro.imdb.com/title/tt1285016
0120630,/title/tt0120630/?ref_=bo_cso_table_105,711,Chicken Run,"$224,834,564","$106,834,564",47.5%,"$118,000,000",52.5%,2000,"$17,506,162",,2,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family",DreamWorks Distribution,Peter Lord,Mel Gibson,Julia Sawalha,https://pro.imdb.com/title/tt0120630
0118880,/title/tt0118880/?ref_=bo_cso_table_106,712,Con Air,"$224,012,234","$101,117,573",45.1%,"$122,894,661",54.9%,1997,"$24,131,738",R,0,"Action
    
        Crime
    
        Thriller",Walt Disney Studios Motion Pictures,Simon West,Nicolas Cage,John Cusack,https://pro.imdb.com/title/tt0118880
0110148,/title/tt0110148/?ref_=bo_cso_table_107,713,Interview with the Vampire: The Vampire Chronicles,"$223,664,608","$105,264,608",47.1%,"$118,400,000",52.9%,1994,"$36,389,705",R,0,"Drama
    
        Horror",Warner Bros.,Neil Jordan,Brad Pitt,Tom Cruise,https://pro.imdb.com/title/tt0110148
0408790,/title/tt0408790/?ref_=bo_cso_table_108,714,Flightplan,"$223,387,299","$89,707,299",40.2%,"$133,680,000",59.8%,2005,"$24,629,938",PG-13,41,"Drama
    
        Mystery
    
        Thriller",Walt Disney Studios Motion Pictures,Robert Schwentke,Jodie Foster,Peter Sarsgaard,https://pro.imdb.com/title/tt0408790
1068680,/title/tt1068680/?ref_=bo_cso_table_109,715,Yes Man,"$223,241,637","$97,690,976",43.8%,"$125,550,661",56.2%,2008,"$18,262,471",PG-13,62,"Comedy
    
        Romance",Warner Bros.,Peyton Reed,Jim Carrey,Zooey Deschanel,https://pro.imdb.com/title/tt1068680
2024469,/title/tt2024469/?ref_=bo_cso_table_110,716,Non-Stop,"$222,809,600","$92,168,600",41.4%,"$130,641,000",58.6%,2014,"$28,875,635",PG-13,50,"Action
    
        Mystery
    
        Thriller",Universal Pictures,Jaume Collet-Serra,Liam Neeson,Julianne Moore,https://pro.imdb.com/title/tt2024469
0097523,/title/tt0097523/?ref_=bo_cso_table_111,717,"Honey, I Shrunk the Kids","$222,724,172","$130,724,172",58.7%,"$92,000,000",41.3%,1989,"$14,262,961",,0,"Adventure
    
        Comedy
    
        Family
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Joe Johnston,Rick Moranis,Matt Frewer,https://pro.imdb.com/title/tt0097523
0361596,/title/tt0361596/?ref_=bo_cso_table_112,718,Fahrenheit 9/11,"$222,446,882","$119,194,771",53.6%,"$103,252,111",46.4%,2004,"$23,920,637",R,38,"Documentary
    
        Drama
    
        War",Lionsgate,Michael Moore,Michael Moore,George W. Bush,https://pro.imdb.com/title/tt0361596
0120891,/title/tt0120891/?ref_=bo_cso_table_113,719,Wild Wild West,"$222,104,681","$113,804,681",51.2%,"$108,300,000",48.8%,1999,"$27,687,484",PG-13,0,"Action
    
        Comedy
    
        Sci-Fi
    
        Western",Warner Bros.,Barry Sonnenfeld,Will Smith,Kevin Kline,https://pro.imdb.com/title/tt0120891
0319343,/title/tt0319343/?ref_=bo_cso_table_114,720,Elf,"$221,671,773","$174,626,840",78.8%,"$47,044,933",21.2%,2003,"$32,100,000",PG,38,"Comedy
    
        Family
    
        Fantasy
    
        Romance",New Line Cinema,Jon Favreau,Will Ferrell,James Caan,https://pro.imdb.com/title/tt0319343
1981128,/title/tt1981128/?ref_=bo_cso_table_115,721,Geostorm,"$221,600,160","$33,700,160",15.2%,"$187,900,000",84.8%,2017,"$13,707,376",PG-13,41,"Action
    
        Sci-Fi
    
        Thriller",Warner Bros.,Dean Devlin,Gerard Butler,Jim Sturgess,https://pro.imdb.com/title/tt1981128
0100404,/title/tt0100404/?ref_=bo_cso_table_116,722,Presumed Innocent,"$221,303,188","$86,303,188",39%,"$135,000,000",61%,1990,"$11,718,981",,0,"Mystery
    
        Thriller",Warner Bros.,Alan J. Pakula,Harrison Ford,Raul Julia,https://pro.imdb.com/title/tt0100404
0369339,/title/tt0369339/?ref_=bo_cso_table_117,723,Collateral,"$220,926,695","$101,005,703",45.7%,"$119,920,992",54.3%,2004,"$24,701,458",R,61,"Crime
    
        Drama
    
        Thriller",DreamWorks Distribution,Michael Mann,Tom Cruise,Jamie Foxx,https://pro.imdb.com/title/tt0369339
0306047,/title/tt0306047/?ref_=bo_cso_table_118,724,Scary Movie 3,"$220,673,217","$110,003,217",49.8%,"$110,670,000",50.2%,2003,"$49,700,000",PG-13,26,"Comedy
    
        Horror",Dimension Films,David Zucker,Anna Faris,Charlie Sheen,https://pro.imdb.com/title/tt0306047
3062096,/title/tt3062096/?ref_=bo_cso_table_119,725,Inferno,"$220,021,259","$34,343,574",15.6%,"$185,677,685",84.4%,2016,"$14,860,425",PG-13,63,"Action
    
        Adventure
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller",Sony Pictures Entertainment (SPE),Ron Howard,Tom Hanks,Felicity Jones,https://pro.imdb.com/title/tt3062096
0478311,/title/tt0478311/?ref_=bo_cso_table_120,726,Knocked Up,"$219,922,417","$148,768,917",67.6%,"$71,153,500",32.4%,2007,"$30,690,990",R,61,"Comedy
    
        Romance",Universal Pictures,Judd Apatow,Seth Rogen,Katherine Heigl,https://pro.imdb.com/title/tt0478311
1133985,/title/tt1133985/?ref_=bo_cso_table_121,727,Green Lantern,"$219,851,172","$116,601,172",53%,"$103,250,000",47%,2011,"$53,174,303",PG-13,55,"Action
    
        Adventure
    
        Sci-Fi",Warner Bros.,Martin Campbell,Ryan Reynolds,Blake Lively,https://pro.imdb.com/title/tt1133985
1033643,/title/tt1033643/?ref_=bo_cso_table_122,728,What Happens in Vegas,"$219,375,562","$80,277,646",36.6%,"$139,097,916",63.4%,2008,"$20,172,474",PG-13,73,"Comedy
    
        Romance",Twentieth Century Fox,Tom Vaughan,Cameron Diaz,Ashton Kutcher,https://pro.imdb.com/title/tt1033643
1230414,/title/tt1230414/?ref_=bo_cso_table_123,729,It's Complicated,"$219,103,655","$112,735,375",51.4%,"$106,368,280",48.6%,2009,"$22,100,820",R,59,"Comedy
    
        Drama
    
        Romance",Universal Pictures,Nancy Meyers,Meryl Streep,Steve Martin,https://pro.imdb.com/title/tt1230414
0362227,/title/tt0362227/?ref_=bo_cso_table_124,730,The Terminal,"$219,100,084","$77,872,883",35.5%,"$141,227,201",64.5%,2004,"$19,053,199",PG-13,61,"Comedy
    
        Drama
    
        Romance",DreamWorks Distribution,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,https://pro.imdb.com/title/tt0362227
