,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy
555,1375670,Grown Ups,"$162,001,186","$109,456,115","$40,506,562",PG-13,61,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,Salma Hayek,10,0,0,1,0,0,0,0,0,0,1
1094,840361,The Town,"$92,186,262","$61,839,874","$23,808,032",R,50,Warner Bros.,Ben Affleck,Ben Affleck,Rebecca Hall,10,1,0,0,0,0,0,1,0,0,0
608,1800241,American Hustle,"$150,117,807","$101,054,000","$740,455",R,50,Sony Pictures Entertainment (SPE),David O. Russell,Christian Bale,Amy Adams,7,0,0,1,0,0,0,0,0,0,0
1050,477051,Norbit,"$95,673,607","$64,140,883","$34,195,434",PG-13,63,DreamWorks,Brian Robbins,Eddie Murphy,Thandie Newton,13,0,0,0,0,0,0,0,0,0,1
1168,3717490,Power Rangers,"$85,364,450","$56,972,790","$40,300,288",PG-13,65,Lionsgate,Dean Israelite,Dacre Montgomery,Naomi Scott,3,1,0,0,0,0,0,0,1,0,0
756,2180411,Into the Woods,"$128,002,372","$84,900,000","$31,051,923",PG,58,Walt Disney Studios Motion Pictures,Rob Marshall,Anna Kendrick,Meryl Streep,6,1,0,0,0,0,1,0,0,1,0
943,317740,The Italian Job,"$106,128,601","$69,941,570","$19,457,944",PG-13,58,Paramount Pictures,F. Gary Gray,Donald Sutherland,Mark Wahlberg,17,0,0,0,0,0,0,0,1,0,0
1069,1037705,The Book of Eli,"$94,835,059","$62,272,696","$32,789,494",R,51,Warner Bros.,Albert Hughes,Denzel Washington,Mila Kunis,10,0,0,0,0,0,0,1,1,0,0
1181,345950,The SpongeBob SquarePants Movie,"$85,417,988","$55,649,139","$32,018,216",PG,37,Paramount Pictures,Stephen Hillenburg,Tom Kenny,Jeffrey Tambor,16,0,0,0,0,0,0,0,1,0,0
518,372183,The Bourne Supremacy,"$176,241,941","$114,593,328","$52,521,865",PG-13,61,Universal Pictures,Paul Greengrass,Matt Damon,Franka Potente,16,1,1,0,0,1,0,0,1,0,0
156,335345,The Passion of the Christ,"$370,782,930","$241,271,498","$83,848,082",R,64,Newmarket Films,Mel Gibson,Jim Caviezel,Monica Bellucci,16,0,0,0,0,0,0,0,0,0,0
777,1599348,Safe House,"$126,373,434","$81,702,771","$40,172,720",R,53,Universal Pictures,Daniel Espinosa,Denzel Washington,Ryan Reynolds,8,0,0,0,0,1,0,0,1,0,0
1087,252076,Maid in Manhattan,"$94,011,225","$60,895,468","$18,711,407",PG-13,24,Revolution Studios,Wayne Wang,Jennifer Lopez,Ralph Fiennes,18,0,0,0,0,0,0,0,0,0,1
819,343660,50 First Dates,"$120,908,074","$77,612,860","$39,852,237",PG-13,68,Sony Pictures Entertainment (SPE),Peter Segal,Adam Sandler,Drew Barrymore,16,0,0,1,0,0,0,0,0,0,1
842,164184,The Sum of All Fears,"$118,907,036","$75,014,336","$31,178,526",PG-13,27,Paramount Pictures,Phil Alden Robinson,Ben Affleck,Morgan Freeman,18,1,0,0,0,0,0,0,1,0,0
1137,492956,The Game Plan,"$90,648,202","$57,232,341","$22,950,971",PG,45,Walt Disney Studios Motion Pictures,Andy Fickman,Dwayne Johnson,Kyra Sedgwick,13,0,0,0,0,0,1,0,0,0,1
397,1482459,The Lorax,"$214,030,500","$134,809,816","$70,217,070",PG,55,Universal Pictures,Chris Renaud,Zac Efron,Taylor Swift,8,0,0,0,0,1,0,0,0,1,0
882,4651520,Bad Moms,"$113,257,297","$70,678,777","$23,817,340",R,58,STX Entertainment,Jon Lucas,Mila Kunis,Kathryn Hahn,4,0,0,0,0,0,0,0,0,0,1
931,405422,The 40-Year-Old Virgin,"$109,449,237","$67,929,408","$21,422,815",R,54,Universal Pictures,Judd Apatow,Steve Carell,Catherine Keener,15,0,0,0,0,1,0,0,0,0,1
672,467406,Juno,"$143,495,265","$88,877,416","$413,869",PG-13,57,Fox Searchlight Pictures,Jason Reitman,Ellen Page,Michael Cera,13,0,0,0,0,0,0,0,0,0,1
641,1528854,Daddy's Home,"$150,357,137","$92,429,000","$38,740,203",PG-13,49,Paramount Pictures,Sean Anders,Will Ferrell,Mark Wahlberg,5,0,0,0,0,0,0,0,0,0,1
595,1502407,Halloween,"$159,342,015","$96,143,163","$76,221,545",R,63,Universal Pictures,David Gordon Green,Jamie Lee Curtis,Judy Greer,2,0,1,0,0,1,0,0,0,0,0
962,265086,Black Hawk Down,"$108,638,745","$64,350,906","$179,823",R,18,Revolution Studios,Ridley Scott,Josh Hartnett,Ewan McGregor,19,1,0,0,0,0,0,0,0,0,0
957,3076658,Creed,"$109,767,581","$63,800,000","$29,632,823",PG-13,52,Warner Bros.,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,5,0,1,0,0,0,0,1,0,0,0
1126,1014775,Beverly Hills Chihuahua,"$94,514,402","$54,778,086","$29,300,465",PG,51,Walt Disney Studios Motion Pictures,Raja Gosnell,Drew Barrymore,George Lopez,12,0,0,0,0,0,1,0,0,1,0
1012,317303,Daddy Day Care,"$104,297,061","$60,136,806","$27,623,580",PG,24,Revolution Studios,Steve Carr,Eddie Murphy,Jeff Garlin,17,0,0,0,0,0,0,0,0,0,1
967,1078940,Couples Retreat,"$109,204,945","$62,639,895","$34,286,740",PG-13,56,Universal Pictures,Peter Billingsley,Vince Vaughn,Malin Akerman,11,0,0,0,0,1,0,0,0,0,1
832,1606389,The Vow,"$125,014,030","$71,100,540","$41,202,458",PG-13,51,Screen Gems,Michael Sucsy,Rachel McAdams,Channing Tatum,8,0,0,0,0,0,0,0,0,0,0
694,936501,Taken,"$145,000,989","$81,836,771","$24,717,037",PG-13,61,Twentieth Century Fox,Pierre Morel,Liam Neeson,Maggie Grace,12,0,0,0,1,0,0,0,1,0,0
869,358273,Walk the Line,"$119,519,402","$67,278,584","$22,347,341",PG-13,62,Twentieth Century Fox,James Mangold,Joaquin Phoenix,Reese Witherspoon,15,0,0,0,1,0,0,0,0,0,0
184,2179136,American Sniper,"$350,126,372","$197,300,000","$633,456",R,54,Warner Bros.,Clint Eastwood,Bradley Cooper,Sienna Miller,6,0,0,0,0,0,0,1,1,0,0
942,240462,Dr. Dolittle 2,"$112,952,899","$63,151,445","$25,037,039",PG,6,Twentieth Century Fox,Steve Carr,Eddie Murphy,Cedric the Entertainer,19,0,1,0,1,0,0,0,0,0,1
528,2848292,Pitch Perfect 2,"$184,296,230","$102,847,849","$69,216,890",PG-13,58,Universal Pictures,Elizabeth Banks,Anna Kendrick,Rebel Wilson,5,0,1,0,0,1,0,0,0,0,1
867,762107,I Now Pronounce You Chuck & Larry,"$120,059,556","$67,074,561","$34,233,750",PG-13,60,Universal Pictures,Dennis Dugan,Adam Sandler,Kevin James,13,0,0,0,0,1,0,0,0,0,1
1107,1279935,Date Night,"$98,711,404","$53,552,476","$25,207,599",PG-13,52,Twentieth Century Fox,Shawn Levy,Steve Carell,Tina Fey,10,0,0,0,1,0,0,0,0,0,1
401,266915,Rush Hour 2,"$226,164,286","$121,161,516","$67,408,222",PG-13,13,New Line Cinema,Brett Ratner,Jackie Chan,Chris Tucker,19,0,1,0,0,0,0,0,1,0,0
354,259446,My Big Fat Greek Wedding,"$241,438,208","$127,305,836","$597,362",PG,27,IFC Films,Joel Zwick,Nia Vardalos,John Corbett,18,1,0,0,0,0,0,0,0,0,1
1004,247638,The Princess Diaries,"$108,248,956","$57,086,197","$22,862,269",G,15,Walt Disney Studios Motion Pictures,Garry Marshall,Julie Andrews,Anne Hathaway,19,1,0,0,0,0,1,0,0,0,1
932,1327773,Lee Daniels' The Butler,"$116,632,095","$60,681,700","$24,637,312",PG-13,43,The Weinstein Company,Lee Daniels,Forest Whitaker,Oprah Winfrey,7,0,0,0,0,0,0,0,0,0,0
544,443272,Lincoln,"$182,207,973","$93,085,477","$944,308",PG-13,51,Walt Disney Studios Motion Pictures,Steven Spielberg,Daniel Day-Lewis,Sally Field,8,0,0,0,0,0,1,0,0,0,0
602,486946,Wild Hogs,"$168,273,550","$85,351,877","$39,699,023",PG-13,62,Walt Disney Studios Motion Pictures,Walt Becker,Tim Allen,Martin Lawrence,13,0,0,0,0,0,1,0,1,0,0
1084,443489,Dreamgirls,"$103,365,956","$52,064,379","$378,950",PG-13,59,DreamWorks,Bill Condon,Beyoncé,Jamie Foxx,14,0,0,0,0,0,0,0,0,0,0
1067,5503686,Hustlers,"$104,963,598","$52,600,000","$33,181,361",R,30,STX Entertainment,Lorene Scafaria,Constance Wu,Jennifer Lopez,1,0,0,0,0,0,0,0,0,0,1
323,796366,Star Trek,"$257,730,019","$127,950,427","$75,204,289",PG-13,65,Paramount Pictures,J.J. Abrams,Chris Pine,Zachary Quinto,11,1,1,0,0,0,0,0,1,0,0
1113,3063516,Jackass Presents: Bad Grandpa,"$102,003,019","$49,823,528","$32,055,177",R,30,Paramount Pictures,Jeff Tremaine,Johnny Knoxville,Jackson Nicoll,7,0,1,0,0,0,0,0,0,0,1
718,478311,Knocked Up,"$148,768,917","$71,153,500","$30,690,990",R,61,Universal Pictures,Judd Apatow,Seth Rogen,Katherine Heigl,13,0,0,0,0,1,0,0,0,0,1
998,1915581,Magic Mike,"$113,721,571","$54,017,797","$39,127,170",R,36,Warner Bros.,Steven Soderbergh,Channing Tatum,Alex Pettyfer,8,0,0,0,0,0,0,1,0,0,1
992,364725,Dodgeball,"$114,326,736","$54,096,491","$30,070,196",PG-13,59,Twentieth Century Fox,Rawson Marshall Thurber,Ben Stiller,Christine Taylor,16,0,0,0,1,0,0,0,0,0,1
606,1403865,True Grit,"$171,243,005","$81,033,922","$24,830,443",PG-13,61,Paramount Pictures,Ethan Coen,Jeff Bridges,Matt Damon,10,1,0,0,0,0,0,0,0,0,0
970,1116184,Jackass 3D,"$117,229,692","$54,456,100","$50,353,641",R,37,Paramount Pictures,Jeff Tremaine,Johnny Knoxville,Steve-O,10,1,1,0,0,0,0,0,1,0,0
1040,322330,Freaky Friday,"$110,230,332","$50,616,000","$22,203,007",PG,22,Walt Disney Studios Motion Pictures,Mark Waters,Jamie Lee Curtis,Lindsay Lohan,17,1,0,0,0,0,1,0,0,0,1
597,6857112,Us,"$175,084,580","$80,100,000","$71,117,625",R,64,Universal Pictures,Jordan Peele,Lupita Nyong'o,Winston Duke,1,0,0,0,0,1,0,0,0,0,0
809,1232829,21 Jump Street,"$138,447,667","$63,137,661","$36,302,612",R,48,Sony Pictures Entertainment (SPE),Phil Lord,Jonah Hill,Channing Tatum,8,1,0,1,0,0,0,0,1,0,0
833,305224,Anger Management,"$135,645,823","$60,100,000","$42,220,847",PG-13,24,Revolution Studios,Peter Segal,Jack Nicholson,Adam Sandler,17,0,0,0,0,0,0,0,0,0,1
1186,1700841,Sausage Party,"$97,685,686","$43,019,636","$34,263,534",R,49,Sony Pictures Entertainment (SPE),Greg Tiernan,Seth Rogen,Kristen Wiig,4,0,0,1,0,0,0,0,0,1,0
780,232500,The Fast and the Furious,"$144,533,925","$62,767,584","$40,089,015",PG-13,15,Universal Pictures,Rob Cohen,Vin Diesel,Paul Walker,19,0,0,0,0,1,0,0,1,0,0
978,1386588,The Other Guys,"$119,219,978","$51,238,944","$35,543,162",PG-13,54,Sony Pictures Entertainment (SPE),Adam McKay,Will Ferrell,Mark Wahlberg,10,0,0,1,0,0,0,0,1,0,0
903,256415,Sweet Home Alabama,"$127,223,418","$53,399,006","$35,648,740",PG-13,28,Walt Disney Studios Motion Pictures,Andy Tennant,Reese Witherspoon,Patrick Dempsey,18,0,0,0,0,0,1,0,0,0,1
977,829482,Superbad,"$121,463,226","$49,349,300","$33,052,411",R,58,Sony Pictures Entertainment (SPE),Greg Mottola,Michael Cera,Jonah Hill,13,0,0,1,0,0,0,0,0,0,1
1037,1809398,Unbroken,"$115,637,895","$45,821,402","$30,621,445",PG-13,56,Universal Pictures,Angelina Jolie,Jack O'Connell,Miyavi,6,0,0,0,0,1,0,0,1,0,0
505,295178,Austin Powers in Goldmember,"$213,307,889","$83,630,912","$73,071,188",PG-13,52,New Line Cinema,Jay Roach,Mike Myers,Beyoncé,18,0,1,0,0,0,0,0,1,0,0
660,4846340,Hidden Figures,"$169,607,287","$66,349,611","$515,499",PG,55,Twentieth Century Fox,Theodore Melfi,Taraji P. Henson,Octavia Spencer,4,0,0,0,1,0,0,0,0,0,0
523,396269,Wedding Crashers,"$209,255,921","$79,211,724","$32,200,000",R,54,New Line Cinema,David Dobkin,Owen Wilson,Vince Vaughn,15,0,0,0,0,0,0,0,0,0,1
852,349205,Cheaper by the Dozen,"$138,614,544","$51,924,086","$27,557,647",PG,30,Twentieth Century Fox,Shawn Levy,Steve Martin,Bonnie Hunt,17,0,0,0,1,0,0,0,0,0,1
652,3104988,Crazy Rich Asians,"$174,532,921","$64,005,815","$26,510,140",PG-13,29,Warner Bros.,Jon M. Chu,Constance Wu,Henry Golding,2,1,0,0,0,0,0,1,0,0,1
1016,369436,Four Christmases,"$120,146,040","$43,966,681","$31,069,826",PG-13,56,Warner Bros.,Seth Gordon,Reese Witherspoon,Vince Vaughn,12,0,0,0,0,0,0,1,0,0,1
956,1229340,Anchorman 2: The Legend Continues,"$127,352,707","$46,297,224","$26,232,425",PG-13,19,Paramount Pictures,Adam McKay,Will Ferrell,Christina Applegate,7,0,1,0,0,0,0,0,0,0,1
975,280590,Mr. Deeds,"$126,293,452","$44,976,083","$37,162,787",PG-13,25,Sony Pictures Entertainment (SPE),Steven Brill,Adam Sandler,Winona Ryder,18,1,0,1,0,0,0,0,0,0,1
1136,227538,Spy Kids,"$112,719,001","$35,215,179","$26,546,881",PG,6,Miramax,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,19,0,0,0,0,0,0,0,1,0,0
950,2024432,Identity Thief,"$134,506,920","$39,458,090","$34,551,025",R,47,Universal Pictures,Seth Gordon,Jason Bateman,Melissa McCarthy,7,0,0,0,0,1,0,0,0,0,1
1185,3152624,Trainwreck,"$110,212,700","$30,583,093","$30,097,040",R,47,Universal Pictures,Judd Apatow,Amy Schumer,Bill Hader,5,0,0,0,0,1,0,0,0,0,1
732,1454029,The Help,"$169,708,112","$46,931,000","$26,044,590",PG-13,45,Walt Disney Studios Motion Pictures,Tate Taylor,Emma Stone,Viola Davis,9,1,0,0,0,0,1,0,0,0,0
712,319343,Elf,"$174,626,840","$47,044,933","$32,100,000",PG,38,New Line Cinema,Jon Favreau,Will Ferrell,James Caan,17,0,0,0,0,0,0,0,0,0,1
887,1114740,Paul Blart: Mall Cop,"$146,336,178","$37,012,251","$31,832,636",PG,47,Sony Pictures Entertainment (SPE),Steve Carr,Kevin James,Keir O'Donnell,11,0,1,1,0,0,0,0,1,0,0
460,2592614,Resident Evil: The Final Chapter,"$26,830,068","$285,412,558","$13,601,682",R,58,Screen Gems,Paul W.S. Anderson,Milla Jovovich,Iain Glen,4,0,1,0,0,0,0,0,1,0,0
808,1398426,Straight Outta Compton,"$161,197,785","$40,437,206","$60,200,180",R,40,Universal Pictures,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,5,0,0,0,0,1,0,0,0,0,0
1009,305669,Bringing Down the House,"$132,716,677","$32,013,002","$31,101,026",PG-13,26,Walt Disney Studios Motion Pictures,Adam Shankman,Steve Martin,Queen Latifah,17,0,0,0,0,0,1,0,0,0,1
1089,1091191,Lone Survivor,"$125,095,601","$29,707,311","$90,872",R,45,Universal Pictures,Peter Berg,Mark Wahlberg,Taylor Kitsch,7,0,0,0,0,1,0,0,1,0,0
1134,329575,Seabiscuit,"$120,277,854","$28,058,591","$20,854,735",PG-13,29,Universal Pictures,Gary Ross,Tobey Maguire,Jeff Bridges,17,0,0,0,0,1,0,0,0,0,0
1153,445934,Blades of Glory,"$118,594,548","$27,115,799","$33,014,202",PG-13,36,DreamWorks,Josh Gordon,Will Ferrell,Jon Heder,13,0,0,0,0,0,0,0,0,0,1
1187,3564472,Girls Trip,"$115,171,585","$25,380,774","$31,201,920",R,20,Universal Pictures,Malcolm D. Lee,Regina Hall,Queen Latifah,3,0,0,0,0,1,0,0,0,1,0
851,398165,The Longest Yard,"$158,119,460","$33,347,096","$47,606,480",PG-13,52,Paramount Pictures,Peter Segal,Adam Sandler,Burt Reynolds,15,0,0,0,0,0,0,0,0,0,1
469,878804,The Blind Side,"$255,959,475","$53,248,834","$34,119,372",PG-13,33,Warner Bros.,John Lee Hancock,Quinton Aaron,Sandra Bullock,11,0,0,0,0,0,0,1,0,0,0
1092,1408253,Ride Along,"$134,938,200","$19,530,702","$41,516,170",PG-13,19,Universal Pictures,Tim Story,Ice Cube,Kevin Hart,6,0,0,0,0,1,0,0,1,0,0
822,1649419,The Impossible,"$19,019,882","$179,067,330","$143,818",PG-13,47,Lionsgate,J.A. Bayona,Naomi Watts,Ewan McGregor,8,0,0,0,0,0,0,0,0,0,0
1021,415306,Talladega Nights: The Ballad of Ricky Bobby,"$148,213,377","$15,148,718","$47,042,215",PG-13,39,Sony Pictures Entertainment (SPE),Adam McKay,Will Ferrell,John C. Reilly,14,0,1,1,0,0,0,0,0,0,1
788,2017561,Journey to the West,"$18,058","$205,619,125","$7,456",PG-13,7,Magnolia Pictures,Stephen Chow,Zhang Wen,Qi Shu,7,0,0,0,0,0,0,0,1,0,0
