,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy
445,361748,Inglourious Basterds,"$120,540,719","$200,914,970","$38,054,676",R,61,The Weinstein Company,Quentin Tarantino,Brad Pitt,Diane Kruger,11,0,0,0,0,0,0,0,0,1,0
192,816711,World War Z,"$202,359,711","$337,648,165","$66,411,834",PG-13,53,Paramount Pictures,Marc Forster,Brad Pitt,Mireille Enos,7,1,0,0,0,0,0,0,1,0,0
547,1320253,The Expendables,"$103,068,524","$171,401,870","$34,825,135",R,53,Lionsgate,Sylvester Stallone,Sylvester Stallone,Jason Statham,10,0,0,0,0,0,0,0,1,0,0
63,413300,Spider-Man 3,"$336,530,303","$558,453,070","$151,116,516",PG-13,80,Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,13,0,1,1,0,0,0,0,1,0,0
463,496806,Ocean's Thirteen,"$117,154,724","$194,157,900","$36,133,403",PG-13,61,Warner Bros.,Steven Soderbergh,George Clooney,Brad Pitt,13,0,1,0,0,0,0,1,1,0,0
51,3040964,The Jungle Book,"$364,001,123","$602,550,880","$103,261,464",PG,60,Walt Disney Studios Motion Pictures,Jon Favreau,Neel Sethi,Bill Murray,4,1,0,0,0,0,1,0,0,1,0
739,2637276,Ted 2,"$81,476,385","$134,387,221","$33,507,870",R,58,Universal Pictures,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,5,0,1,0,0,1,0,0,0,0,1
651,1691917,Planes,"$90,288,712","$148,970,000","$22,232,291",PG,52,Walt Disney Studios Motion Pictures,Klay Hall,Carlos Alazraqui,Dane Cook,7,0,0,0,0,0,1,0,0,1,0
940,1276104,Looper,"$66,486,205","$110,020,614","$20,801,552",R,48,TriStar Pictures,Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,8,0,0,0,0,0,0,0,1,0,0
1166,2109184,Paranormal Activity 4,"$53,885,000","$88,917,657","$29,003,866",R,47,Paramount Pictures,Henry Joost,Stephen Dunham,Katie Featherston,8,0,1,0,0,0,0,0,0,0,0
25,4154664,Captain Marvel,"$426,829,839","$701,446,251","$153,433,423",PG-13,56,Walt Disney Studios Motion Pictures,Anna Boden,Brie Larson,Samuel L. Jackson,1,0,0,0,0,0,1,0,1,0,0
71,2975590,Batman v Superman: Dawn of Justice,"$330,360,194","$543,277,334","$166,007,347",PG-13,64,Warner Bros.,Zack Snyder,Ben Affleck,Henry Cavill,4,0,1,0,0,0,0,1,1,0,0
49,1690953,Despicable Me 2,"$368,065,385","$602,700,620","$83,517,315",PG,55,Universal Pictures,Pierre Coffin,Steve Carell,Kristen Wiig,7,0,1,0,0,1,0,0,0,1,0
115,1454468,Gravity,"$274,092,705","$449,100,000","$55,785,112",PG-13,56,Warner Bros.,Alfonso Cuarón,Sandra Bullock,George Clooney,7,0,0,0,0,0,0,1,0,0,0
112,234215,The Matrix Reloaded,"$281,576,461","$460,271,476","$91,774,413",R,25,Warner Bros.,Lana Wachowski,Keanu Reeves,Laurence Fishburne,17,0,1,0,0,0,0,1,1,0,0
67,2250912,Spider-Man: Homecoming,"$334,201,140","$545,965,784","$117,027,503",PG-13,74,Sony Pictures Entertainment (SPE),Jon Watts,Tom Holland,Michael Keaton,3,0,1,1,0,0,0,0,1,0,0
197,5848272,Ralph Breaks the Internet,"$201,091,711","$328,232,251","$56,237,634",PG,53,Walt Disney Studios Motion Pictures,Phil Johnston,John C. Reilly,Sarah Silverman,2,0,0,0,0,0,1,0,0,1,0
417,421715,The Curious Case of Benjamin Button,"$127,509,326","$208,293,460","$26,853,816",PG-13,62,Paramount Pictures,David Fincher,Brad Pitt,Cate Blanchett,12,1,0,0,0,0,0,0,0,0,0
338,7131622,Once Upon a Time... In Hollywood,"$142,502,728","$231,840,898","$41,082,018",R,72,Sony Pictures Entertainment (SPE),Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,1,0,0,1,0,0,0,0,0,0,1
983,243585,Stuart Little 2,"$64,956,806","$105,000,000","$15,115,152",PG,27,Sony Pictures Entertainment (SPE),Rob Minkoff,Michael J. Fox,Geena Davis,18,1,1,1,0,0,0,0,0,1,0
222,356910,Mr. & Mrs. Smith,"$186,336,279","$300,951,367","$50,342,878",PG-13,69,Twentieth Century Fox,Doug Liman,Brad Pitt,Angelina Jolie,15,0,0,0,1,0,0,0,1,0,0
434,458352,The Devil Wears Prada,"$124,740,460","$201,965,442","$27,537,244",PG-13,72,Twentieth Century Fox,David Frankel,Anne Hathaway,Meryl Streep,14,1,0,0,1,0,0,0,0,0,1
201,831387,Godzilla,"$200,676,069","$324,300,000","$93,188,384",PG-13,55,Warner Bros.,Gareth Edwards,Aaron Taylor-Johnson,Elizabeth Olsen,6,0,0,0,0,0,0,1,1,0,0
281,1853728,Django Unchained,"$162,805,434","$262,562,804","$30,122,888",R,56,The Weinstein Company,Quentin Tarantino,Jamie Foxx,Christoph Waltz,8,0,0,0,0,0,0,0,0,0,0
356,448115,Shazam!,"$140,371,656","$225,600,000","$53,505,326",PG-13,45,Warner Bros.,David F. Sandberg,Zachary Levi,Mark Strong,1,0,0,0,0,0,0,1,1,0,0
1117,1023481,Step Up 2: The Streets,"$58,017,783","$92,970,599","$18,908,826",PG-13,46,Walt Disney Studios Motion Pictures,Jon M. Chu,Robert Hoffman,Briana Evigan,12,0,1,0,0,0,1,0,0,0,0
1169,1598822,New Year's Eve,"$54,544,638","$87,500,000","$13,019,180",PG-13,50,Warner Bros.,Garry Marshall,Sarah Jessica Parker,Jessica Biel,9,0,0,0,0,0,0,1,0,0,1
1013,430357,Miami Vice,"$63,450,470","$100,780,826","$25,723,815",R,66,Universal Pictures,Michael Mann,Colin Farrell,Jamie Foxx,14,1,0,0,0,1,0,0,1,0,0
1110,423294,Surf's Up,"$58,867,694","$93,138,019","$17,640,249",PG,74,Sony Pictures Entertainment (SPE),Ash Brannon,Shia LaBeouf,Zooey Deschanel,13,0,0,1,0,0,0,0,0,0,0
141,3521164,Moana,"$248,757,044","$394,593,566","$56,631,401",PG,53,Walt Disney Studios Motion Pictures,Ron Clements,Auli'i Cravalho,Dwayne Johnson,4,0,0,0,0,0,1,0,0,1,0
176,360717,King Kong,"$218,080,025","$344,283,424","$50,130,145",PG-13,65,Universal Pictures,Peter Jackson,Naomi Watts,Jack Black,15,0,0,0,0,1,0,0,1,0,0
161,407304,War of the Worlds,"$234,280,354","$369,592,765","$64,878,725",PG-13,65,Paramount Pictures,Steven Spielberg,Tom Cruise,Dakota Fanning,15,0,0,0,0,0,0,0,0,1,0
901,266697,Kill Bill: Vol. 1,"$70,099,045","$110,800,000","$22,200,000",R,25,Miramax,Quentin Tarantino,Uma Thurman,David Carradine,17,0,1,0,0,0,0,0,1,0,0
407,1615918,Alvin and the Chipmunks: Chipwrecked,"$133,110,742","$209,584,693","$23,244,744",G,47,Twentieth Century Fox,Mike Mitchell,Justin Long,Matthew Gray Gubler,9,1,1,0,1,0,0,0,0,1,0
585,305357,Charlie's Angels: Full Throttle,"$100,830,111","$158,345,677","$37,634,221",PG-13,27,Sony Pictures Entertainment (SPE),McG,Drew Barrymore,Lucy Liu,17,1,1,1,0,0,0,0,1,0,0
1046,1496025,Underworld Awakening,"$62,321,039","$97,791,632","$25,306,725",R,50,Screen Gems,Måns Mårlind,Kate Beckinsale,Michael Ealy,8,0,0,0,0,0,0,0,1,0,0
972,5814534,Spies in Disguise,"$66,757,013","$104,859,751","$13,354,798",PG,54,Twentieth Century Fox,Nick Bruno,Rachel Brosnahan,Jarrett Bruno,1,0,0,0,1,0,0,0,1,0,0
839,2361509,The Intern,"$75,764,672","$118,800,000","$17,728,313",PG-13,63,Warner Bros.,Nancy Meyers,Robert De Niro,Anne Hathaway,5,0,0,0,0,0,0,1,0,0,1
750,6182908,Smallfoot,"$83,240,103","$130,800,000","$23,045,635",PG,40,Warner Bros.,Karey Kirkpatrick,Channing Tatum,James Corden,2,1,0,0,0,0,0,1,0,1,0
668,2084970,The Imitation Game,"$91,125,683","$142,430,025","$479,352",PG-13,49,The Weinstein Company,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,6,0,0,0,0,0,0,0,0,0,0
5,369610,Jurassic World,"$652,270,625","$1,018,130,819","$208,806,270",PG-13,66,Universal Pictures,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,5,1,1,0,0,1,0,0,1,0,0
289,4196776,Jason Bourne,"$162,434,410","$253,050,504","$59,215,365",PG-13,63,Universal Pictures,Paul Greengrass,Matt Damon,Tommy Lee Jones,4,1,0,0,0,1,0,0,1,0,0
310,1735898,Snow White and the Huntsman,"$155,332,381","$241,260,448","$56,217,700",PG-13,54,Universal Pictures,Rupert Sanders,Kristen Stewart,Chris Hemsworth,8,1,0,0,0,1,0,0,1,0,0
110,363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$291,710,957","$453,302,158","$65,556,312",PG,41,Walt Disney Studios Motion Pictures,Andrew Adamson,Tilda Swinton,Georgie Henley,15,0,1,0,0,0,1,0,0,1,0
695,814255,Percy Jackson & the Olympians: The Lightning Thief,"$88,768,303","$137,728,906","$31,236,067",PG,60,Twentieth Century Fox,Chris Columbus,Logan Lerman,Kevin McKidd,10,1,1,0,1,0,0,0,0,1,0
1060,463985,The Fast and the Furious: Tokyo Drift,"$62,514,415","$96,450,195","$23,973,840",PG-13,65,Universal Pictures,Justin Lin,Lucas Black,Zachery Ty Bryan,14,0,1,0,0,1,0,0,1,0,0
408,493464,Wanted,"$134,508,551","$207,954,512","$50,927,085",R,69,Universal Pictures,Timur Bekmambetov,Angelina Jolie,James McAvoy,12,0,0,0,0,1,0,0,1,0,0
224,1291150,Teenage Mutant Ninja Turtles,"$191,204,754","$293,800,000","$65,575,105",PG-13,55,Paramount Pictures,Jonathan Liebesman,Megan Fox,Will Arnett,6,1,0,0,0,0,0,0,1,0,0
764,1217613,Battle Los Angeles,"$83,552,429","$128,266,925","$35,573,187",PG-13,75,Sony Pictures Entertainment (SPE),Jonathan Liebesman,Aaron Eckhart,Michelle Rodriguez,9,0,0,1,0,0,0,0,1,0,0
792,879870,Eat Pray Love,"$80,574,010","$124,020,006","$23,104,523",PG-13,65,Sony Pictures Entertainment (SPE),Ryan Murphy,Julia Roberts,Javier Bardem,10,0,0,1,0,0,0,0,0,0,0
1020,949731,The Happening,"$64,506,874","$98,896,925","$30,517,109",R,74,Twentieth Century Fox,M. Night Shyamalan,Mark Wahlberg,Zooey Deschanel,12,0,0,0,1,0,0,0,0,0,0
117,1324999,The Twilight Saga: Breaking Dawn - Part 1,"$281,287,133","$430,918,723","$138,122,261",PG-13,49,Summit Entertainment,Bill Condon,Kristen Stewart,Robert Pattinson,9,0,1,0,0,0,0,0,0,1,0
728,4877122,The Emoji Movie,"$86,089,513","$131,687,133","$24,531,923",PG,74,Sony Pictures Entertainment (SPE),Tony Leondis,T.J. Miller,James Corden,3,0,0,1,0,0,0,0,0,1,0
886,4624424,Storks,"$72,679,278","$110,709,675","$21,311,407",PG,41,Warner Bros.,Nicholas Stoller,Andy Samberg,Katie Crown,4,0,0,0,0,0,0,1,0,1,0
86,413267,Shrek the Third,"$322,719,944","$490,647,436","$121,629,270",PG,67,DreamWorks,Chris Miller,Mike Myers,Cameron Diaz,13,1,1,0,0,0,0,0,0,1,0
34,383574,Pirates of the Caribbean: Dead Man's Chest,"$423,315,812","$642,863,935","$135,634,554",PG-13,44,Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Orlando Bloom,14,0,1,0,0,0,1,0,1,0,0
1191,1219342,Legend of the Guardians: The Owls of Ga'Hoole,"$55,675,313","$84,398,077","$16,112,211",PG,56,Warner Bros.,Zack Snyder,Jim Sturgess,Hugo Weaving,10,1,1,0,0,0,0,1,1,0,0
875,970179,Hugo,"$73,864,507","$111,905,653","$11,364,505",PG,48,Paramount Pictures,Martin Scorsese,Asa Butterfield,Chloë Grace Moretz,9,1,0,0,0,0,0,0,0,0,0
326,3606752,Cars 3,"$152,901,115","$231,029,541","$53,688,680",G,51,Walt Disney Studios Motion Pictures,Brian Fee,Owen Wilson,Cristela Alonzo,3,0,1,0,0,0,1,0,0,1,0
88,7975244,Jumanji: The Next Level,"$316,831,246","$479,744,747","$59,251,543",PG-13,74,Sony Pictures Entertainment (SPE),Jake Kasdan,Dwayne Johnson,Jack Black,1,0,1,1,0,0,0,0,1,0,0
183,1637725,Ted,"$218,815,487","$330,552,828","$54,415,205",R,54,Universal Pictures,Seth MacFarlane,Mark Wahlberg,Mila Kunis,8,0,0,0,0,1,0,0,0,0,1
16,2771200,Beauty and the Beast,"$504,481,165","$759,583,221","$174,750,616",PG,52,Walt Disney Studios Motion Pictures,Bill Condon,Emma Watson,Dan Stevens,3,1,0,0,0,0,1,0,0,0,0
113,1049413,Up,"$293,004,164","$442,094,938","$68,108,790",PG,62,Walt Disney Studios Motion Pictures,Pete Docter,Edward Asner,Jordan Nagai,11,0,0,0,0,0,1,0,0,1,0
202,988045,Sherlock Holmes,"$209,028,679","$315,000,000","$62,304,277",PG-13,59,Warner Bros.,Guy Ritchie,Robert Downey Jr.,Jude Law,11,1,0,0,0,0,0,1,1,0,0
847,9426210,Weathering with You,"$7,798,743","$185,388,136","$1,808,533",PG-13,18,GKIDS,Makoto Shinkai,Kotaro Daigo,Nana Mori,1,0,0,0,0,0,0,0,0,0,0
495,338526,Van Helsing,"$120,177,084","$179,980,554","$51,748,040",PG-13,52,Universal Pictures,Stephen Sommers,Hugh Jackman,Kate Beckinsale,16,0,0,0,0,1,0,0,1,0,0
271,1485796,The Greatest Showman,"$174,340,174","$260,763,424","$8,805,843",PG,71,Twentieth Century Fox,Michael Gracey,Hugh Jackman,Michelle Williams,3,0,0,0,1,0,0,0,0,0,0
562,848537,Epic,"$107,518,682","$160,907,952","$33,531,068",PG,53,Twentieth Century Fox,Chris Wedge,Amanda Seyfried,Josh Hutcherson,7,1,0,0,1,0,0,0,0,1,0
94,367882,Indiana Jones and the Kingdom of the Crystal Skull,"$317,101,119","$473,552,823","$100,137,835",PG-13,67,Paramount Pictures,Steven Spielberg,Harrison Ford,Cate Blanchett,12,0,1,0,0,0,0,0,1,0,0
706,408790,Flightplan,"$89,707,299","$133,680,000","$24,629,938",PG-13,41,Walt Disney Studios Motion Pictures,Robert Schwentke,Jodie Foster,Peter Sarsgaard,15,0,0,0,0,0,1,0,0,0,0
844,217505,Gangs of New York,"$77,812,000","$115,960,504","$9,100,000",R,25,Miramax,Martin Scorsese,Leonardo DiCaprio,Cameron Diaz,18,0,0,0,0,0,0,0,0,0,0
237,1772341,Wreck-It Ralph,"$189,422,889","$281,800,000","$49,038,712",PG,54,Walt Disney Studios Motion Pictures,Rich Moore,John C. Reilly,Jack McBrayer,8,0,0,0,0,0,1,0,0,1,0
1057,1402488,Happy Feet Two,"$64,006,466","$95,190,572","$21,237,068",PG,53,Warner Bros.,George Miller,Elijah Wood,Robin Williams,9,0,1,0,0,0,0,1,0,1,0
1146,2980706,Planes: Fire & Rescue,"$59,165,787","$87,800,000","$17,509,407",PG,55,Walt Disney Studios Motion Pictures,Roberts Gannaway,Dane Cook,Ed Harris,6,0,1,0,0,0,1,0,0,1,0
513,944835,Salt,"$118,311,368","$175,191,986","$36,011,243",PG-13,62,Sony Pictures Entertainment (SPE),Phillip Noyce,Angelina Jolie,Liev Schreiber,10,0,0,1,0,0,0,0,1,0,0
255,800369,Thor,"$181,030,624","$268,295,994","$65,723,338",PG-13,66,Paramount Pictures,Kenneth Branagh,Chris Hemsworth,Anthony Hopkins,9,0,0,0,0,0,0,0,1,0,0
994,5726086,Insidious: The Last Key,"$67,745,330","$100,140,258","$29,581,355",PG-13,65,Universal Pictures,Adam Robitel,Lin Shaye,Leigh Whannell,2,0,1,0,0,1,0,0,0,0,0
542,864835,Mr. Peabody & Sherman,"$111,506,430","$164,191,609","$32,207,057",PG,55,Twentieth Century Fox,Rob Minkoff,Ty Burrell,Max Charles,6,1,0,0,1,0,0,0,0,1,0
32,1979376,Toy Story 4,"$434,038,008","$639,356,585","$120,908,065",G,55,Walt Disney Studios Motion Pictures,Josh Cooley,Tom Hanks,Tim Allen,1,0,1,0,0,0,1,0,0,1,0
763,2713180,Fury,"$85,817,906","$126,004,791","$23,702,421",R,60,Sony Pictures Entertainment (SPE),David Ayer,Brad Pitt,Shia LaBeouf,6,0,0,1,0,0,0,0,1,0,0
471,2582846,The Fault in Our Stars,"$124,872,350","$182,294,484","$48,002,523",PG-13,52,Twentieth Century Fox,Josh Boone,Shailene Woodley,Ansel Elgort,6,1,0,0,1,0,0,0,0,0,0
253,240772,Ocean's Eleven,"$183,417,150","$267,300,000","$38,107,822",PG-13,21,Warner Bros.,Steven Soderbergh,George Clooney,Brad Pitt,19,0,0,0,0,0,0,1,0,0,0
514,436339,G-Force,"$119,436,770","$173,381,071","$31,706,934",PG,60,Walt Disney Studios Motion Pictures,Hoyt Yeatman,Will Arnett,Penélope Cruz,11,0,0,0,0,0,1,0,1,0,0
7,848228,The Avengers,"$623,357,910","$895,457,605","$207,438,708",PG-13,60,Walt Disney Studios Motion Pictures,Joss Whedon,Robert Downey Jr.,Chris Evans,8,1,0,0,0,0,1,0,1,0,0
1047,325703,Lara Croft Tomb Raider: The Cradle of Life,"$65,660,196","$94,439,026","$21,783,641",PG-13,55,Paramount Pictures,Jan de Bont,Angelina Jolie,Gerard Butler,17,0,1,0,0,0,0,0,1,0,0
380,1343092,The Great Gatsby,"$144,840,419","$208,801,476","$50,085,185",PG-13,55,Warner Bros.,Baz Luhrmann,Leonardo DiCaprio,Carey Mulligan,7,1,0,0,0,0,0,1,0,0,0
382,343818,"I, Robot","$144,801,023","$208,332,875","$52,179,887",PG-13,63,Twentieth Century Fox,Alex Proyas,Will Smith,Bridget Moynahan,16,1,0,0,1,0,0,0,1,0,0
541,1194173,The Bourne Legacy,"$113,203,870","$162,940,880","$38,142,825",PG-13,55,Universal Pictures,Tony Gilroy,Jeremy Renner,Rachel Weisz,8,1,1,0,0,1,0,0,1,0,0
336,1392190,Mad Max: Fury Road,"$154,058,340","$221,166,835","$45,428,128",R,65,Warner Bros.,George Miller,Tom Hardy,Charlize Theron,5,0,1,0,0,0,0,1,1,0,0
988,814314,Seven Pounds,"$69,951,824","$99,797,105","$14,851,136",PG-13,77,Sony Pictures Entertainment (SPE),Gabriele Muccino,Will Smith,Rosario Dawson,12,0,0,1,0,0,0,0,0,0,0
449,938283,The Last Airbender,"$131,772,187","$187,941,694","$40,325,019",PG,60,Paramount Pictures,M. Night Shyamalan,Noah Ringer,Nicola Peltz,10,1,0,0,0,0,0,0,1,0,0
810,985699,Valkyrie,"$83,077,833","$118,467,684","$21,027,007",PG-13,76,United Artists,Bryan Singer,Tom Cruise,Bill Nighy,12,0,0,0,0,0,0,0,0,0,0
97,5463162,Deadpool 2,"$324,591,735","$461,202,444","$125,507,153",R,70,Twentieth Century Fox,David Leitch,Ryan Reynolds,Josh Brolin,2,0,1,0,1,0,0,0,1,0,0
708,2024469,Non-Stop,"$92,168,600","$130,641,000","$28,875,635",PG-13,50,Universal Pictures,Jaume Collet-Serra,Liam Neeson,Julianne Moore,6,0,0,0,0,1,0,0,1,0,0
371,837562,Hotel Transylvania,"$148,313,048","$210,062,555","$42,522,194",PG,57,Sony Pictures Entertainment (SPE),Genndy Tartakovsky,Adam Sandler,Kevin James,8,0,0,1,0,0,0,0,0,0,0
29,1345836,The Dark Knight Rises,"$448,139,099","$633,001,626","$160,887,295",PG-13,56,Warner Bros.,Christopher Nolan,Christian Bale,Tom Hardy,8,0,1,0,0,0,0,1,1,0,0
324,8579674,1917,"$159,227,644","$225,561,315","$576,216",R,73,Universal Pictures,Sam Mendes,Dean-Charles Chapman,George MacKay,1,0,0,0,0,1,0,0,0,0,0
385,1270798,X-Men: First Class,"$146,408,305","$206,208,385","$55,101,604",PG-13,63,Twentieth Century Fox,Matthew Vaughn,James McAvoy,Michael Fassbender,9,0,1,0,1,0,0,0,1,0,0
76,2096673,Inside Out,"$356,921,711","$501,149,639","$90,440,272",PG,66,Walt Disney Studios Motion Pictures,Pete Docter,Amy Poehler,Bill Hader,5,0,0,0,0,0,1,0,0,1,0
893,338094,The Haunted Mansion,"$75,847,266","$106,443,000","$24,278,410",PG,26,Walt Disney Studios Motion Pictures,Rob Minkoff,Eddie Murphy,Marsha Thomason,17,0,0,0,0,0,1,0,0,0,1
636,373051,Journey to the Center of the Earth,"$101,704,370","$142,528,318","$21,018,141",PG,65,Warner Bros.,Eric Brevig,Brendan Fraser,Josh Hutcherson,12,1,0,0,0,0,0,1,1,0,0
807,7713068,Harley Quinn: Birds of Prey,"$84,158,461","$117,700,000","$33,010,017",R,43,Warner Bros.,Cathy Yan,Margot Robbie,Rosie Perez,0,0,1,0,0,0,0,1,1,0,0
118,1259571,The Twilight Saga: New Moon,"$297,816,253","$413,209,228","$142,839,137",PG-13,58,Summit Entertainment,Chris Weitz,Kristen Stewart,Robert Pattinson,11,1,1,0,0,0,0,0,0,1,0
831,442933,Beowulf,"$82,280,579","$114,113,166","$27,515,871",PG-13,61,Paramount Pictures,Robert Zemeckis,Ray Winstone,Crispin Glover,13,1,0,0,0,0,0,0,1,0,0
52,2283362,Jumanji: Welcome to the Jungle,"$404,540,171","$557,562,066","$36,169,328",PG-13,76,Sony Pictures Entertainment (SPE),Jake Kasdan,Dwayne Johnson,Karen Gillan,3,0,1,1,0,0,0,0,1,0,0
70,2709768,The Secret Life of Pets,"$368,384,330","$507,073,607","$104,352,905",PG,63,Universal Pictures,Chris Renaud,Louis C.K.,Eric Stonestreet,4,0,0,0,0,1,0,0,0,1,0
1174,348836,Gothika,"$59,694,580","$81,896,744","$19,288,438",R,28,Warner Bros.,Mathieu Kassovitz,Halle Berry,Penélope Cruz,17,0,0,0,0,0,0,1,0,0,0
437,1067106,A Christmas Carol,"$137,855,863","$187,430,783","$30,051,075",PG,59,Walt Disney Studios Motion Pictures,Robert Zemeckis,Jim Carrey,Gary Oldman,11,0,0,0,0,0,1,0,0,0,0
811,400717,Open Season,"$85,105,259","$115,706,430","$23,624,548",PG,75,Sony Pictures Entertainment (SPE),Roger Allers,Ashton Kutcher,Martin Lawrence,14,0,0,1,0,0,0,0,0,1,0
1158,7146812,Onward,"$61,555,145","$83,428,277","$39,119,861",PG,53,Walt Disney Studios Motion Pictures,Dan Scanlon,Tom Holland,Chris Pratt,0,0,0,0,0,0,1,0,0,1,0
142,3470600,Sing,"$270,395,425","$363,759,497","$35,258,145",PG,66,Universal Pictures,Garth Jennings,Matthew McConaughey,Reese Witherspoon,4,0,0,0,0,1,0,0,0,0,0
939,1959563,The Hitman's Bodyguard,"$75,468,583","$101,131,624","$21,384,504",R,55,Lionsgate,Patrick Hughes,Ryan Reynolds,Samuel L. Jackson,3,0,0,0,0,0,0,0,1,0,0
829,2203939,The Other Woman,"$83,911,193","$112,799,203","$24,763,752",PG-13,51,Twentieth Century Fox,Nick Cassavetes,Cameron Diaz,Leslie Mann,6,0,0,0,1,0,0,0,0,0,1
134,1951266,The Hunger Games: Mockingjay - Part 2,"$281,723,902","$376,620,235","$102,665,981",PG-13,61,Lionsgate,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,5,1,1,0,0,0,0,0,1,0,0
337,307453,Shark Tale,"$160,861,908","$213,721,971","$47,604,606",PG,62,DreamWorks Distribution,Bibo Bergeron,Will Smith,Robert De Niro,16,0,0,0,0,0,0,0,0,1,0
292,1078912,Night at the Museum: Battle of the Smithsonian,"$177,243,721","$235,862,449","$54,173,286",PG,65,Twentieth Century Fox,Shawn Levy,Ben Stiller,Owen Wilson,11,1,1,0,1,0,0,0,0,1,0
124,1325004,The Twilight Saga: Eclipse,"$300,531,751","$397,959,596","$64,832,191",PG-13,57,Summit Entertainment,David Slade,Kristen Stewart,Robert Pattinson,10,1,1,0,0,0,0,0,0,1,0
450,1457767,The Conjuring,"$137,400,141","$182,101,615","$41,855,326",R,53,Warner Bros.,James Wan,Patrick Wilson,Vera Farmiga,7,0,0,0,0,0,0,1,0,0,0
368,1013752,Fast & Furious,"$155,064,265","$205,300,000","$70,950,500",PG-13,65,Universal Pictures,Justin Lin,Vin Diesel,Paul Walker,11,0,1,0,0,1,0,0,1,0,0
1093,378194,Kill Bill: Vol. 2,"$66,208,183","$87,908,613","$25,600,000",R,41,Miramax,Quentin Tarantino,Uma Thurman,David Carradine,16,0,1,0,0,0,0,0,1,0,0
307,1104001,TRON: Legacy,"$172,062,763","$228,000,000","$44,026,211",PG,61,Walt Disney Studios Motion Pictures,Joseph Kosinski,Jeff Bridges,Garrett Hedlund,10,0,1,0,0,0,1,0,1,0,0
1022,469641,World Trade Center,"$70,278,893","$92,968,305","$18,730,762",PG-13,65,Paramount Pictures,Oliver Stone,Nicolas Cage,Michael Peña,14,0,0,0,0,0,0,0,0,0,0
512,389790,Bee Movie,"$126,631,277","$166,883,059","$38,021,044",PG,66,DreamWorks,Simon J. Smith,Jerry Seinfeld,Renée Zellweger,13,0,0,0,0,0,0,0,0,1,0
456,371606,Chicken Little,"$135,386,665","$179,046,172","$40,049,778",G,38,Walt Disney Studios Motion Pictures,Mark Dindal,Zach Braff,Joan Cusack,15,0,0,0,0,0,1,0,0,1,0
702,1285016,The Social Network,"$96,962,694","$127,957,621","$22,445,653",PG-13,73,Sony Pictures Entertainment (SPE),David Fincher,Jesse Eisenberg,Andrew Garfield,10,0,0,1,0,0,0,0,0,0,0
100,2015381,Guardians of the Galaxy,"$333,176,600","$439,614,883","$94,320,883",PG-13,57,Walt Disney Studios Motion Pictures,James Gunn,Chris Pratt,Vin Diesel,6,0,0,0,0,0,1,0,1,0,0
971,477348,No Country for Old Men,"$74,283,625","$97,343,541","$1,202,000",R,65,Miramax,Ethan Coen,Tommy Lee Jones,Javier Bardem,13,1,0,0,0,0,0,0,0,0,0
1196,889583,Brüno,"$60,054,530","$78,751,301","$30,619,130",R,43,Universal Pictures,Larry Charles,Sacha Baron Cohen,Gustaf Hammarsten,11,0,0,0,0,1,0,0,0,0,1
479,2543472,Wonder,"$132,422,809","$173,517,797","$27,547,866",PG,73,Lionsgate,Stephen Chbosky,Jacob Tremblay,Owen Wilson,3,0,0,0,0,0,0,0,0,0,0
689,990407,The Green Hornet,"$98,780,042","$129,037,206","$33,526,876",PG-13,76,Sony Pictures Entertainment (SPE),Michel Gondry,Seth Rogen,Jay Chou,9,1,0,1,0,0,0,0,1,0,0
166,1411697,The Hangover Part II,"$254,464,305","$332,300,000","$85,946,294",R,58,Warner Bros.,Todd Phillips,Bradley Cooper,Zach Galifianakis,9,0,1,0,0,0,0,1,0,0,1
510,1130884,Shutter Island,"$128,012,934","$166,791,261","$41,062,440",R,59,Paramount Pictures,Martin Scorsese,Leonardo DiCaprio,Emily Mortimer,10,1,0,0,0,0,0,0,0,0,0
1014,416236,The Spiderwick Chronicles,"$71,195,053","$92,975,274","$19,004,058",PG,68,Paramount Pictures,Mark Waters,Freddie Highmore,Sarah Bolger,12,1,0,0,0,0,0,0,1,0,0
231,367594,Charlie and the Chocolate Factory,"$206,459,076","$268,509,687","$56,178,450",PG,44,Warner Bros.,Tim Burton,Johnny Depp,Freddie Highmore,15,0,0,0,0,0,0,1,0,1,0
259,120912,Men in Black II,"$193,735,288","$251,400,000","$52,148,751",PG-13,28,Sony Pictures Entertainment (SPE),Barry Sonnenfeld,Tommy Lee Jones,Will Smith,18,0,0,1,0,0,0,0,1,0,0
